"FeatureId","Domain","FeatureName","Required","DonorVersionEvidence","DonorSources","PlayerVisibleBehavior","Dependencies","CurrentImplementation","Status","LegacyPresentation","SaveCoverage","UITelemetry","AudioCoverage","TestCoverage","KnownDifferences","OwnerMilestone","HumanDecision","Notes"
"P1.MEDIA.004","Media","Music import playback through project audio boundary","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Music import playback through project audio boundary","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","IAudioBackend exists; importer/playback absent","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.005","Media","Computer game/minigame content","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Computer game/minigame content","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.006","Media","Ventti card gambling","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Ventti card gambling","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.007","Media","Video Poker machine and gambling loop","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen WOP VideoPoker and STORE SlotPivot evidence","Player can enter/exit and complete the proven Video Poker rules, wager and outcome loop","World; Interaction; Audio/UI; Economy; Save","Physical prop/world location only; no Media module","EvidenceCaptured","External frozen screen/prop evidence","None","None","No bound media events","None","SlotPivot alone does not prove a separate slot-machine game","13C","Pending","Lottery is a separate stable feature row"
"P1.MEDIA.008","Media","Dance pavilion music/event","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Dance pavilion music/event","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.009","Media","Theatre event/program","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Theatre event/program","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.010","Media","Football/soccer activity","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Football/soccer activity","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.011","Media","Drag-race event","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Drag-race event","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.012","Media","CD/diskette physical media use","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","CD/diskette physical media use","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.013","Media","Local band performance","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Local band performance","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.MEDIA.014","Media","Arcade/minigame remaining evidence","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen MEDIA/THEATRE/SOCCER/DRAGRACE/GameObject/AudioClip evidence","Arcade/minigame remaining evidence","World; Interaction; Audio/UI; Save","Physical props/world locations only; no Media module","EvidenceCaptured","Frozen audio/visual evidence external; no project presenters","None","None","No bound media events","None","Rights-safe private Legacy handling and exact schedule/content require evidence","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.001","World","Canonical donor map layout and landmarks","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","Canonical donor map layout and landmarks","World streaming; Interaction; GameTime; Save","Full 49-cell TemporaryDirectImport baseline; human accepted","Verified","Temporary donor world baseline active; not ProductionReady","Static world; non-persistent rationale","None","Ambient mappings partial","M06B2/M06B3 automated + user traversal","Documented Legacy visual debt remains","13C","Accepted where cited","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.002","World","49-cell additive streaming and active profile","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","49-cell additive streaming and active profile","World streaming; Interaction; GameTime; Save","Working streaming architecture; human accepted","Verified","Temporary donor world baseline active; not ProductionReady","Non-persistent streaming orchestration; mutable entity state is owned by world.entities and stable IDs","None","Ambient mappings partial","M06B2/M06B3 tests and user load/unload","Documented Legacy visual debt remains","13C","Accepted where cited","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.003","World","Global terrain/roads/water continuity","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","Global terrain/roads/water continuity","World streaming; Interaction; GameTime; Save","Temporary baseline; documented void/water debt","PartiallyImplemented","Temporary donor world baseline active; not ProductionReady","Static baseline; art debt accepted","None","Ambient mappings partial","World structural tests and manual route","Documented Legacy visual debt remains","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.004","World","Solid collision for buildings, props and trunks","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","Solid collision for buildings, props and trunks","World streaming; Interaction; GameTime; Save","M08A1 generated candidate; not fully promoted","PartiallyImplemented","Temporary donor world baseline active; not ProductionReady","No full landmark traversal","None","Ambient mappings partial","Focused collision tests only","Materials user-accepted separately; collision remains unverified","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.005","World","Doors/windows/gates and project-owned interaction state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","Doors/windows/gates and project-owned interaction state","World streaming; Interaction; GameTime; Save","Door interaction prototype; donor solid door collision intentionally omitted","PartiallyImplemented","Temporary donor world baseline active; not ProductionReady","No full persistence","None","Ambient mappings partial","Door prototype tests only","Documented Legacy visual debt remains","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.006","World","Stair/threshold traversal landmarks","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","Stair/threshold traversal landmarks","World streaming; Interaction; GameTime; Save","Pub works; Teimo blocks according to user","PartiallyImplemented","Temporary donor world baseline active; not ProductionReady","None","None","Ambient mappings partial","No exact fixture","Project defect: Teimo stairs; collider-first remediation required","09C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.007","World","World utilities/triggers and scene transitions","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","World utilities/triggers and scene transitions","World streaming; Interaction; GameTime; Save","Serialized trigger evidence only","EvidenceCaptured","Temporary donor world baseline active; not ProductionReady","None","None","Ambient mappings partial","None","Documented Legacy visual debt remains","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.008","World","Out-of-bounds detection and safe recovery","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","Out-of-bounds detection and safe recovery","World streaming; Interaction; GameTime; Save","Working M06B recovery; runtime behavior user accepted","PartiallyImplemented","Temporary donor world baseline active; not ProductionReady","Recovered pose not yet covered by native save","None","Ambient mappings partial","M06B tests and user fall/recovery","Runtime recovery accepted; full persistence gate remains","13C","Runtime behavior accepted; save pending","Cannot be Verified until recovered pose survives native save/load"
"P1.WORLD.009","World","Game time, calendar and weekday behavior","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","Game time, calendar and weekday behavior","World streaming; Interaction; GameTime; Save","Project-owned GameTime + accepted presentation","PartiallyImplemented","Temporary donor world baseline active; not ProductionReady","DTO only; no file save","08A HUD binds project time","Ambient mappings partial","Time/weather focused tests","Documented Legacy visual debt remains","13C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.WORLD.010","World","Weather, wetness and lightning gameplay outputs","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen GAME/world manifests; M06B2/M06B3 reports and user traversal","Weather, wetness and lightning gameplay outputs","World streaming; Interaction; GameTime; Save","Project-owned domain + Enviro adapter; procedural HDRP puddle presenter consumes authoritative PuddleAmount01 and water-spill events, with world-anchored rain slots. World ambience consumes the same project time/weather outputs through the complete reviewed MAP/SoundAmbience phase roster.","PartiallyImplemented","Temporary donor world baseline active; pooled rain slots use zero-alpha four-second appearance and neutral untinted low-alpha HDRP presentation; local spill puddles remain at typed spill positions; not ProductionReady.","Authoritative global puddle amount remains in the weather DTO; local spill surface is transient presentation derived from persisted item liquid state","08A weather icon/data shell partial; no new UI redesign","Wwise weather events plus spatial morning/day/evening/night/swamp/meadow, distant dog and three lake emitters follow project time/rain/wind; rare fair-weather chainsaw is fixed near the player home","Focused Fluid/Audio correction coverage plus dedicated Audio Runtime 13/13 passed; 30-55 m preparation, 85 m recycle, fade and neutral-color regression passed in focused Fluid EditMode 6/6; manual HDRP/world traversal and listening pending","Ground coverage is deterministic/procedural rather than donor-authored; local puddles are not independently persisted, chainsaw cadence is an explicit user-approved project correction, and local wind-chime/insect gameplay owners remain pending.","13C","Pending","Project-owned bridge uses environment outputs and typed item events; no Enviro or donor hierarchy dependency in gameplay authority."
